category,storage_type,quantity,purchase_temperature_c,moisture_level,perishability_index,household_usage_speed,shelf_life_days,wasted
eggs,pantry,3,22.8,0.197,2.42,0.248,14,0
apple,fridge,4,3.6,0.523,3.89,0.474,20,0
eggs,fridge,5,2.4,0.24,2.59,0.209,35,1
tomato,fridge,5,3.3,0.681,6.6,0.621,7,0
yogurt,freezer,3,-18.9,0.695,6.19,0.569,35,0
berries,fridge,4,2.9,0.794,8.2,0.29,5,0
cheese,fridge,4,4.9,0.445,2.37,0.842,15,0
tomato,freezer,1,-14.8,0.716,6.9,0.603,25,0
root vegetables,fridge,2,6.9,0.255,1.9,0.541,25,0
apple,pantry,3,23.7,0.383,3.54,0.117,12,1
bread,fridge,3,3.6,0.265,7.27,0.571,5,0
fish (raw),fridge,1,1.0,0.608,9.97,0.753,2,0
milk,fridge,4,3.9,0.86,6.93,0.269,8,1
milk,fridge,2,5.9,0.992,7.78,0.569,8,0
tomato,freezer,6,-18.5,0.817,7.27,0.213,25,1
packaged snacks,pantry,2,23.0,0.055,1.0,0.165,56,1
eggs,freezer,2,-16.9,0.252,2.79,0.335,95,0
cheese,freezer,4,-17.9,0.409,3.61,0.757,74,0
tomato,fridge,1,2.2,0.638,6.79,0.996,7,0
cooked leftovers,fridge,1,2.1,0.659,8.85,0.631,3,0
root vegetables,pantry,1,22.2,0.301,3.82,0.22,9,0
root vegetables,freezer,6,-15.3,0.301,3.0,0.543,76,0
fish (raw),fridge,3,2.7,0.651,10.0,0.605,2,0
root vegetables,fridge,3,2.3,0.213,2.35,0.527,24,0
cooked leftovers,fridge,1,1.9,0.578,8.76,0.73,4,0
citrus,fridge,4,3.3,0.385,4.29,0.253,13,0
berries,fridge,5,4.7,0.741,9.15,0.686,5,0
yogurt,fridge,3,3.8,0.764,5.21,0.644,8,0
berries,fridge,1,1.9,0.82,9.46,0.502,4,0
apple,fridge,4,1.5,0.462,3.81,0.884,21,0
berries,fridge,6,5.4,0.802,8.95,0.301,5,1
leafy greens,freezer,6,-15.9,0.858,8.98,0.368,18,1
packaged snacks,fridge,1,5.5,0.063,1.0,0.206,97,1
milk,fridge,2,4.7,0.924,7.95,0.84,7,0
fish (raw),fridge,3,3.9,0.678,9.65,0.188,2,1
eggs,fridge,5,3.8,0.198,1.91,0.761,28,0
chicken (raw),pantry,2,23.4,0.629,9.9,0.879,1,0
chicken (raw),fridge,2,3.2,0.602,10.0,0.646,2,0
fish (raw),fridge,2,6.4,0.616,9.44,0.157,2,1
berries,fridge,2,4.4,0.779,8.95,0.307,6,1
cooked leftovers,fridge,1,4.5,0.568,9.23,0.557,2,0
tomato,fridge,4,0.4,0.705,7.05,0.803,8,0
root vegetables,pantry,3,22.6,0.246,3.46,0.765,13,0
yogurt,freezer,4,-18.3,0.684,5.96,0.65,34,1
yogurt,freezer,1,-20.3,0.77,4.96,0.146,33,1
fish (raw),fridge,2,4.0,0.659,9.63,0.314,2,1
milk,fridge,2,3.1,0.946,7.57,0.843,7,0
banana,fridge,4,2.7,0.496,7.98,0.611,5,0
apple,pantry,4,22.1,0.369,4.42,0.284,14,1
yogurt,fridge,1,-0.9,0.747,5.71,0.564,10,0
apple,pantry,7,25.3,0.418,3.93,0.58,12,0
leafy greens,fridge,2,4.5,0.842,8.67,0.128,6,1
rice (cooked),fridge,2,1.7,0.59,7.24,0.204,3,1
banana,fridge,3,4.4,0.546,8.05,0.562,5,0
cooked leftovers,fridge,2,3.7,0.594,8.41,0.783,3,0
citrus,fridge,2,3.2,0.402,3.82,0.927,16,0
apple,fridge,3,0.7,0.446,4.02,0.551,21,0
root vegetables,fridge,2,1.7,0.305,3.19,0.583,24,0
packaged snacks,pantry,4,23.4,0.018,1.05,0.529,31,0
berries,pantry,4,22.2,0.864,8.13,0.493,2,0
fish (raw),fridge,3,1.9,0.729,10.0,0.528,2,0
eggs,pantry,3,24.3,0.184,1.5,0.859,16,0
cheese,fridge,2,5.3,0.405,3.1,0.261,26,1
milk,freezer,5,-16.9,0.879,8.14,0.49,24,0
milk,freezer,4,-15.7,0.941,7.46,0.67,23,0
banana,fridge,4,6.1,0.481,7.4,0.773,5,0
berries,fridge,2,5.1,0.75,8.93,0.447,6,0
leafy greens,pantry,4,20.9,0.904,9.03,0.542,3,1
tomato,fridge,1,4.4,0.729,7.05,0.449,7,0
packaged snacks,pantry,2,22.1,0.005,1.0,0.486,51,0
berries,pantry,2,21.2,0.718,9.06,0.359,2,1
chicken (raw),freezer,3,-17.9,0.643,10.0,0.718,7,0
berries,fridge,3,5.4,0.863,10.0,0.663,5,0
packaged snacks,pantry,2,22.1,0.005,1.0,0.279,31,1
milk,fridge,3,2.7,0.971,7.31,0.891,8,0
root vegetables,freezer,4,-15.3,0.282,4.03,0.453,76,0
citrus,fridge,2,4.4,0.308,3.86,0.251,15,1
apple,freezer,1,-18.6,0.454,4.71,0.995,70,0
bread,fridge,3,3.6,0.401,6.66,0.672,5,0
tomato,fridge,3,2.9,0.633,7.69,0.536,8,0
cooked leftovers,pantry,1,22.2,0.541,9.37,0.865,1,0
rice (cooked),pantry,1,24.0,0.519,7.14,0.294,2,0
leafy greens,freezer,2,-19.6,0.825,9.65,0.423,17,0
apple,pantry,1,23.8,0.487,4.79,0.392,11,1
cooked leftovers,pantry,3,24.4,0.598,8.78,0.688,2,0
cooked leftovers,pantry,1,25.3,0.699,8.12,0.812,2,0
fish (raw),fridge,1,5.4,0.675,9.84,0.338,2,0
milk,fridge,1,2.2,0.963,7.78,0.663,7,0
leafy greens,freezer,1,-17.6,0.811,8.93,0.896,17,0
eggs,pantry,2,22.1,0.18,2.42,0.113,14,0
packaged snacks,freezer,1,-18.8,0.073,1.79,0.548,312,0
rice (cooked),pantry,2,24.6,0.584,6.91,0.821,2,0
citrus,fridge,1,4.6,0.444,4.01,0.516,12,0
root vegetables,pantry,3,23.1,0.307,3.6,0.256,10,0
bread,fridge,4,5.6,0.281,6.29,0.471,5,0
leafy greens,pantry,2,22.6,0.874,7.95,0.691,3,0
tomato,fridge,2,2.5,0.695,7.36,0.81,7,0
apple,fridge,2,5.3,0.433,4.5,0.565,16,0
rice (cooked),pantry,2,22.4,0.564,7.21,0.845,3,0
chicken (raw),fridge,2,3.5,0.633,8.99,0.587,2,0
yogurt,fridge,3,2.1,0.757,5.04,0.572,11,0
eggs,fridge,4,3.1,0.244,2.62,0.521,28,0
berries,pantry,2,23.9,0.82,9.9,0.561,2,0
tomato,pantry,3,24.6,0.754,6.49,0.55,4,0
citrus,fridge,3,4.6,0.362,3.35,0.235,16,1
packaged snacks,pantry,4,23.5,0.056,1.32,0.557,42,0
berries,pantry,4,21.4,0.8,9.11,0.591,3,0
banana,fridge,2,6.6,0.591,8.19,0.778,5,0
rice (cooked),fridge,1,3.0,0.588,6.41,0.57,3,0
tomato,fridge,3,4.8,0.792,8.34,0.926,6,0
bread,fridge,1,3.1,0.319,8.19,0.547,5,0
apple,fridge,3,3.3,0.509,4.13,0.837,17,0
packaged snacks,pantry,1,21.4,0.089,1.0,0.579,70,0
tomato,fridge,6,4.5,0.797,5.85,0.627,8,0
cooked leftovers,pantry,5,21.2,0.666,8.85,0.299,3,1
tomato,fridge,4,5.2,0.728,7.06,0.901,5,0
root vegetables,pantry,3,23.7,0.25,3.37,0.879,12,0
cheese,freezer,1,-15.9,0.308,3.25,0.217,71,1
yogurt,fridge,1,2.6,0.76,6.0,0.187,10,1
milk,fridge,3,5.8,0.942,7.32,0.855,6,0
cheese,freezer,1,-18.2,0.251,2.72,0.454,77,0
tomato,fridge,7,5.5,0.786,7.89,0.64,6,0
root vegetables,pantry,5,19.9,0.273,3.01,0.882,10,0
root vegetables,pantry,5,22.5,0.273,2.9,0.473,10,0
chicken (raw),fridge,2,5.6,0.694,10.0,0.485,2,0
yogurt,fridge,3,3.0,0.904,5.31,0.681,10,0
banana,fridge,5,3.0,0.51,7.3,0.28,5,0
rice (cooked),fridge,2,1.5,0.651,7.29,0.2,5,0
banana,fridge,4,3.4,0.583,8.32,0.53,5,0
root vegetables,fridge,5,3.0,0.189,3.47,0.796,22,0
milk,freezer,6,-15.5,0.822,8.46,0.488,24,0
apple,fridge,1,4.4,0.432,4.03,0.511,25,0
citrus,fridge,5,3.0,0.405,4.06,0.395,13,0
tomato,fridge,2,3.5,0.674,6.48,0.295,7,1
yogurt,fridge,2,4.0,0.7,6.37,0.547,12,0
chicken (raw),fridge,7,3.6,0.678,9.78,0.912,2,0
rice (cooked),fridge,7,2.2,0.567,7.93,0.552,5,0
milk,freezer,6,-19.0,0.824,7.1,0.522,24,0
berries,fridge,2,5.7,0.808,8.91,0.536,4,0
fish (raw),fridge,1,4.9,0.714,10.0,0.098,2,0
chicken (raw),fridge,2,2.5,0.565,9.93,0.823,2,0
citrus,fridge,3,3.0,0.376,4.57,0.761,16,0
cheese,fridge,4,3.6,0.29,3.62,0.605,24,0
banana,fridge,2,3.9,0.518,7.59,0.569,5,0
leafy greens,freezer,4,-19.7,0.869,8.96,0.545,18,0
cooked leftovers,pantry,2,26.7,0.602,9.15,0.243,2,0
eggs,pantry,1,22.4,0.166,1.43,0.793,9,0
tomato,freezer,4,-16.6,0.741,7.75,0.198,25,0
yogurt,freezer,4,-19.3,0.735,7.45,0.818,37,0
chicken (raw),fridge,2,2.2,0.677,10.0,0.794,2,0
cheese,fridge,4,3.3,0.337,2.91,0.537,18,0
tomato,fridge,1,5.1,0.826,6.34,0.518,6,0
cheese,fridge,5,4.6,0.346,3.54,0.591,19,0
banana,pantry,1,21.1,0.495,7.99,0.628,2,0
banana,freezer,1,-17.9,0.543,8.68,0.232,18,1
apple,fridge,4,3.2,0.527,4.23,0.295,24,1
eggs,fridge,2,4.8,0.27,2.23,0.597,27,1
chicken (raw),fridge,2,3.8,0.731,10.0,0.263,2,1
yogurt,fridge,4,5.4,0.755,5.83,0.625,10,1
chicken (raw),freezer,5,-18.2,0.664,10.0,0.507,7,0
rice (cooked),fridge,3,1.6,0.501,6.74,0.756,4,0
banana,pantry,3,20.5,0.596,7.62,0.58,2,0
eggs,fridge,6,2.7,0.168,1.67,0.511,28,0
citrus,pantry,1,23.4,0.402,3.5,0.859,11,0
apple,pantry,5,21.9,0.473,4.23,0.65,9,0
banana,pantry,3,22.3,0.493,8.13,0.918,3,0
tomato,fridge,3,1.0,0.626,7.31,0.526,6,0
cooked leftovers,fridge,1,4.8,0.681,8.75,0.406,3,0
yogurt,freezer,2,-18.1,0.711,5.16,0.458,33,0
berries,pantry,4,23.8,0.839,9.22,0.84,3,0
berries,fridge,3,5.7,0.852,10.0,0.882,6,0
banana,pantry,4,24.3,0.52,7.63,0.89,3,0
citrus,fridge,4,3.4,0.398,4.11,0.287,12,0
leafy greens,fridge,4,2.3,0.923,9.07,0.221,4,1
packaged snacks,pantry,3,22.0,0.028,1.0,0.795,65,0
eggs,pantry,1,24.2,0.214,2.71,0.379,17,0
berries,fridge,2,4.7,0.883,8.85,0.965,6,0
yogurt,fridge,6,2.3,0.745,6.45,0.766,9,0
cheese,freezer,6,-19.4,0.394,3.41,0.752,77,0
apple,freezer,4,-20.6,0.41,4.41,0.263,71,0
packaged snacks,pantry,2,20.3,0.075,1.12,0.759,34,0
rice (cooked),fridge,3,1.8,0.549,7.42,0.558,4,0
leafy greens,freezer,3,-16.8,0.833,8.8,0.856,18,0
citrus,pantry,1,22.3,0.403,4.96,0.766,7,0
apple,freezer,2,-17.6,0.495,2.84,0.442,74,0
milk,fridge,2,2.6,0.935,7.97,0.143,7,0
chicken (raw),fridge,3,5.2,0.717,9.97,0.878,2,0
milk,freezer,3,-16.6,0.952,7.47,0.374,24,0
leafy greens,freezer,3,-19.7,0.928,9.97,0.195,18,1
bread,fridge,1,1.7,0.333,6.33,0.481,5,0
cheese,fridge,3,3.4,0.285,3.27,0.297,19,0
berries,pantry,1,24.2,0.725,8.5,0.576,3,0
eggs,freezer,3,-16.4,0.205,2.24,0.572,89,0
leafy greens,fridge,1,4.1,0.883,9.06,0.689,5,0
bread,freezer,3,-17.5,0.319,6.41,0.573,18,0
milk,freezer,3,-20.5,0.869,8.27,0.827,24,0
chicken (raw),fridge,4,7.4,0.71,10.0,0.192,2,1
bread,fridge,1,0.9,0.333,6.43,0.873,6,0
packaged snacks,pantry,4,20.6,0.141,1.0,0.357,48,1
cheese,fridge,1,1.5,0.381,3.34,0.181,23,1
bread,pantry,8,22.8,0.253,6.82,0.839,2,0
eggs,fridge,4,5.3,0.272,2.69,0.754,31,0
eggs,pantry,5,23.9,0.239,3.65,0.576,15,1
packaged snacks,pantry,5,21.6,0.049,1.0,0.898,54,0
apple,fridge,5,4.5,0.445,3.85,0.554,19,0
bread,fridge,1,4.9,0.339,6.92,0.606,4,0
tomato,pantry,6,23.6,0.739,7.36,0.931,4,0
tomato,freezer,3,-16.8,0.748,6.11,0.811,25,0
milk,fridge,3,2.8,0.91,8.32,0.581,7,0
berries,fridge,3,3.3,0.822,8.94,0.606,6,0
yogurt,fridge,3,5.3,0.686,6.57,0.818,9,0
bread,pantry,8,23.6,0.216,7.27,0.211,3,0
tomato,fridge,4,4.9,0.701,6.91,0.81,5,0
chicken (raw),freezer,3,-20.5,0.681,9.21,0.556,7,1
root vegetables,fridge,3,4.4,0.215,3.19,0.82,17,0
citrus,fridge,1,4.9,0.411,4.02,0.888,12,0
berries,pantry,2,25.3,0.777,8.7,0.879,3,0
milk,pantry,3,22.7,0.868,8.45,0.624,4,0
banana,fridge,1,4.4,0.564,8.51,0.876,6,0
cooked leftovers,pantry,2,22.6,0.606,8.87,0.515,2,0
packaged snacks,pantry,2,24.8,0.002,1.73,0.576,56,0
milk,fridge,4,7.2,0.847,8.14,0.298,6,1
citrus,fridge,2,3.1,0.418,3.0,0.183,14,1
chicken (raw),freezer,3,-19.0,0.603,10.0,0.801,6,0
rice (cooked),fridge,3,5.4,0.543,6.79,0.609,4,0
apple,fridge,3,4.6,0.41,4.55,0.653,16,0
banana,pantry,2,23.2,0.633,8.48,1.0,2,0
packaged snacks,fridge,7,4.7,0.024,1.0,0.303,77,1
citrus,fridge,1,6.0,0.521,3.85,0.588,18,0
yogurt,fridge,4,4.2,0.767,7.04,0.884,8,0
bread,fridge,3,3.6,0.323,6.3,0.618,4,0
chicken (raw),fridge,1,6.7,0.637,10.0,0.566,2,0
leafy greens,pantry,4,24.8,0.891,9.02,0.785,2,0
leafy greens,pantry,8,27.8,0.947,9.07,0.693,4,0
cooked leftovers,fridge,6,7.0,0.633,9.26,0.201,3,1
root vegetables,fridge,6,3.6,0.275,3.34,0.844,19,0
yogurt,freezer,2,-18.7,0.802,5.56,0.75,33,0
milk,freezer,5,-15.8,0.881,8.58,0.953,24,0
cooked leftovers,fridge,1,5.6,0.642,8.35,0.851,3,0
apple,freezer,7,-16.9,0.581,4.18,0.588,69,0
cheese,fridge,1,4.5,0.402,3.31,0.497,23,0
bread,pantry,3,25.1,0.318,6.68,0.841,3,0
citrus,fridge,6,5.0,0.328,4.25,0.282,13,1
milk,freezer,2,-17.5,0.816,7.99,0.24,25,1
packaged snacks,pantry,2,24.6,0.11,1.36,0.332,59,0
yogurt,fridge,2,2.6,0.736,5.86,0.162,10,1
milk,fridge,1,6.7,0.882,7.78,0.553,8,0
milk,fridge,1,0.4,0.963,7.72,0.776,7,0
chicken (raw),fridge,3,2.7,0.677,10.0,0.583,2,1
rice (cooked),freezer,1,-13.9,0.565,6.37,0.805,14,0
citrus,fridge,5,3.3,0.339,3.55,0.913,15,0
fish (raw),freezer,5,-17.4,0.753,10.0,0.504,7,0
cooked leftovers,fridge,5,3.9,0.622,9.08,0.685,3,0
leafy greens,pantry,2,24.3,0.858,8.06,0.558,3,0
bread,fridge,1,4.4,0.257,7.57,0.533,4,0
leafy greens,pantry,3,23.7,0.96,8.71,0.342,3,0
packaged snacks,pantry,2,20.8,0.021,1.75,0.467,52,0
root vegetables,pantry,3,21.8,0.259,2.3,0.685,7,0
fish (raw),freezer,4,-18.9,0.725,10.0,0.536,7,0
packaged snacks,pantry,2,24.2,0.0,1.6,0.362,46,1
milk,fridge,3,5.7,0.846,8.1,0.462,7,1
bread,freezer,4,-17.7,0.376,7.48,0.274,17,0
milk,freezer,2,-15.6,0.992,7.97,0.626,24,0
yogurt,fridge,6,4.4,0.763,6.27,0.594,10,0
cheese,fridge,3,3.0,0.39,3.69,0.617,21,0
rice (cooked),fridge,5,4.2,0.547,6.02,0.609,4,1
citrus,fridge,5,3.2,0.407,3.82,0.928,14,0
rice (cooked),fridge,4,1.5,0.507,7.1,0.165,4,0
cooked leftovers,fridge,2,5.1,0.564,9.22,0.345,3,1
cheese,fridge,1,3.2,0.31,2.59,0.584,22,0
citrus,fridge,6,4.9,0.463,3.92,0.426,14,0
berries,pantry,2,26.0,0.763,9.29,0.265,4,0
bread,fridge,1,5.3,0.251,6.6,0.833,5,0
chicken (raw),freezer,1,-21.4,0.677,10.0,0.794,7,0
packaged snacks,pantry,2,21.9,0.028,1.51,0.775,54,0
cooked leftovers,fridge,1,4.0,0.563,9.53,0.523,3,0
chicken (raw),freezer,1,-18.5,0.676,10.0,0.552,7,0
leafy greens,freezer,2,-18.1,0.885,9.21,0.62,17,1
fish (raw),fridge,4,5.9,0.698,9.54,0.255,2,0
chicken (raw),fridge,5,6.4,0.728,9.1,0.757,2,0
chicken (raw),fridge,3,4.0,0.665,9.99,0.815,2,0
cooked leftovers,fridge,4,6.4,0.536,8.77,0.915,3,0
bread,freezer,3,-18.4,0.341,7.25,0.473,17,0
cheese,fridge,5,6.2,0.181,2.96,0.838,21,0
citrus,pantry,1,21.7,0.376,3.4,0.58,7,0
bread,pantry,3,25.2,0.254,6.42,0.145,1,0
berries,fridge,5,3.7,0.765,9.55,0.633,5,0
leafy greens,pantry,3,21.6,0.836,9.51,0.604,4,0
rice (cooked),pantry,4,23.2,0.45,6.87,0.171,1,1
cooked leftovers,pantry,3,24.5,0.58,8.46,0.434,1,0
tomato,freezer,1,-16.3,0.673,6.68,0.596,25,0
packaged snacks,pantry,4,24.4,0.0,1.0,0.266,55,0
citrus,freezer,2,-19.8,0.382,4.48,0.565,49,0
eggs,pantry,2,24.5,0.252,2.17,0.263,15,1
yogurt,fridge,2,3.2,0.7,6.02,0.842,13,0
apple,fridge,3,5.4,0.5,3.42,0.28,23,1
root vegetables,fridge,2,3.6,0.194,2.22,0.256,19,1
root vegetables,freezer,1,-17.2,0.213,1.69,0.493,76,0
packaged snacks,pantry,2,23.3,0.075,1.0,0.52,35,1
yogurt,fridge,2,5.2,0.776,6.14,0.351,10,0
berries,fridge,1,3.2,0.777,8.6,0.519,4,0
root vegetables,pantry,1,25.3,0.243,3.79,0.561,11,0
milk,fridge,4,2.7,0.917,7.69,0.557,7,0
fish (raw),fridge,3,1.3,0.699,9.92,0.886,2,0
rice (cooked),fridge,4,5.3,0.432,7.74,0.938,4,0
cheese,fridge,1,3.5,0.349,3.05,0.492,24,0
cheese,fridge,2,6.2,0.305,2.88,0.841,17,0
eggs,fridge,5,3.1,0.15,1.78,0.395,30,0
fish (raw),pantry,3,22.1,0.629,9.17,0.209,1,0
yogurt,freezer,3,-17.3,0.751,5.47,0.713,35,0
cheese,freezer,7,-17.2,0.48,3.07,0.254,77,1
citrus,pantry,2,24.0,0.281,4.5,0.487,5,0
berries,pantry,4,23.6,0.875,8.8,0.452,3,0
